batch,replica_first,samples,field_sha256,translation_sha256,conjugacy_max_abs,C113_plus_re,C113_plus_im,C113_minus_re,C113_minus_im,C122_plus_re,C122_plus_im,C122_minus_re,C122_minus_im,C244_plus_re,C244_plus_im,C244_minus_re,C244_minus_im,C334_plus_re,C334_plus_im,C334_minus_re,C334_minus_im,C111_plus_re,C111_plus_im,C111_minus_re,C111_minus_im,C112_plus_re,C112_plus_im,C112_minus_re,C112_minus_im
17,170000,10000,c693d307ba6958808ca1d0588c460140b420b88eea3d28527863404dd6abcb9f,a4c7a98d2017eac1f9d2b80d5a5376855ecf706fd9617ee4e4483d5cb36ccaa5,1.8214596497756474e-17,-0.003055728090000847,-0.009404564036679573,-0.03883281572999747,0.015216904260722473,0.02377708763999665,0.01231073414870101,-0.026472135954999584,0.013420792354404121,-0.0030557280900008347,0.009404564036679573,-0.038832815729997486,-0.015216904260722445,0.023777087639996627,-0.012310734148701015,-0.02647213595499959,-0.013420792354404106,0.010111456180001673,-0.012310734148701024,0.0024721359549995906,0.0076084521303612235,-0.02988854381999831,-0.018123074372743884,0.0011671842700025142,-0.024621468297402024
18,180000,10000,0c8c42fe597b6a48a1dba5a3a47a5ba6f0009f26e0fba8def8298f635cc76fdd,fc8e0d408bd3e27adbb9f8458aa0a45d911cbc97f72dd5ef6253fe1c7e94506a,2.0248763655265817e-17,-0.019416407864998736,-0.0011100582057030932,-0.033888543819998326,-0.009404564036679561,0.016360679774997885,-0.0351360905397847,-0.004944271909999156,0.0,-0.019416407864998736,0.0011100582057030984,-0.03388854381999831,0.009404564036679594,0.016360679774997916,0.035136090539784705,-0.004944271909999157,6.938893903907228e-18,-0.03941640786499873,0.041634484464442845,0.01294427190999915,-0.021029244484765355,0.009527864045000434,0.010514622242382676,-0.002832815729997478,0.012310734148701014
19,190000,10000,4f06b1524e91a610a60aa43dd165d72fa2016b0ef077b596c1eda9e91d4d07f1,85f457e60298a3a43b0691184782c93197fd6477bbea252fb60c870ef903e4fb,1.0152208857194486e-17,-0.023055728090000838,0.006498393924658141,-0.025888543819998333,-0.021029244484765338,0.06588854381999833,-0.005812340224042914,-0.009304951684997058,-0.017013016167040797,-0.023055728090000848,-0.006498393924658121,-0.025888543819998312,0.02102924448476536,0.06588854381999833,0.005812340224042865,-0.00930495168499705,0.017013016167040804,-0.015416407864998729,0.01701301616704081,-0.060360679774997886,0.022825356391083712,0.036944271909999174,0.021029244484765338,0.026472135954999577,-0.007608452130361241
20,200000,10000,ff3e9badcefbe1fb57c0e61916049a611ba2b53e1c2b0d1df75711223734607d,2a935b8748c936053738aa8d679a219fad31e54be16fb961747f20624c89e741,1.4846841437362876e-17,0.03447213595499957,-0.013420792354404128,-0.01941640786499875,-0.01410684605501935,0.03236067977499789,-0.019919186279062258,-0.05177708763999665,-0.021029244484765328,0.034472135954999594,0.013420792354404104,-0.01941640786499874,0.01410684605501936,0.0323606797749979,0.01991918627906223,-0.05177708763999664,0.021029244484765366,-0.020000000000000004,-0.012310734148701001,0.01294427190999915,-0.02462146829740204,-0.005527864045000426,-0.007608452130361224,0.012944271909999153,-0.003592223812636698
21,210000,10000,0a4c9df662b215035f51d68788a026c91d2595919ba07ccae5d0a1e4e5822255,6ad33ff0104af367ea4d09ae2ad3aea2333625018a73d73baec8dab67b291b2d,1.4846841437362876e-17,-0.006472135954999573,0.004702282018339781,-0.02588854381999829,0.049242936594804075,-0.008583592135001279,-0.04744682468848571,-0.0024721359549995663,0.022825356391083688,-0.006472135954999587,-0.004702282018339781,-0.02588854381999833,-0.04924293659480405,-0.008583592135001246,0.04744682468848572,-0.002472135954999592,-0.02282535639108368,-0.035416407864998736,-0.008294505830976451,0.031999999999999994,-0.015216904260722471,0.004583592135001254,-0.02932375031574181,-0.002472135954999578,-0.004016228317724541
22,220000,10000,c2d88c6deb5d0c53278407ce2aab6830f9b277a0935880dc20e6cfcec84ea832,cdc373696bb718df3f850d2c6fd6310d8b1a7494d5293cc32b5f52d4f8b0d56a,1.4846841437362876e-17,-0.03294427190999918,-0.03333997863346634,0.019999999999999997,-0.006498393924658139,-0.03847213595499957,-0.044540654576464264,-0.023416407864998733,0.0228253563910837,-0.03294427190999914,0.03333997863346637,0.020000000000000007,0.006498393924658126,-0.038472135954999584,0.044540654576464285,-0.023416407864998746,-0.022825356391083667,-0.009527864045000424,0.019919186279062244,0.03447213595499958,-0.032229920427763264,0.0015278640450004152,-0.004702282018339786,0.020000000000000004,0.0159029579613377
23,230000,10000,e2eaff77c799265650acbd3119dddbf5bcd7f123505ff81c32c90e3409faa4f0,98bd048377445516d2d365dee1900521b2ca472a9ea587a5755e340a7a0c0d63,1.2509268882771003e-17,-0.025888543819998323,1.3010426069826053e-17,0.009888543819998331,0.024621468297402034,0.01541640786499874,0.007608452130361214,0.000944271909999175,0.018123074372743905,-0.025888543819998312,6.938893903907228e-18,0.009888543819998314,-0.024621468297402027,0.015416407864998734,-0.007608452130361244,0.0009442719099991542,-0.018123074372743898,0.013304951684997051,-0.0047022820183397936,0.02988854381999832,0.012310734148701014,-0.005888543819998306,0.03693220244610305,-0.002472135954999566,0.03222992042776326
24,240000,10000,b19a8c82fa87a5658c8cc81a0d321a1370f2ef61006b686f6ebdd2c0bbb7bace,08133a09c47ef50c722400b608ed9ca6c39f46bc34a9d2fba5fd13a87295839c,1.8683543625880677e-17,-0.01941640786499873,0.029323750315741824,-0.017304951684997048,0.06847606917325105,0.0005835921350012575,-0.0017961119063183385,0.012944271909999163,-0.002220116411406233,-0.019416407864998753,-0.029323750315741817,-0.017304951684997086,-0.06847606917325105,0.0005835921350012679,0.0017961119063183446,0.012944271909999153,0.002220116411406188,-0.013888543819998319,-0.012310734148701012,0.021888543819998295,-0.054369223118231724,0.030832815729997458,-0.05505527681884695,-0.060721359549995794,0.01231073414870103
25,250000,10000,c4d8900dc2f7479c2a9fdb9e2b5ecab25c7d27bbd95cf80bbd6811d67229cb56,798bcbbb032f313fad150ce6ec5d1282da16a1b311da970bb19621b7433c1103,1.734723475976807e-17,-0.02094427190999916,-0.003592223812636678,-0.016944271909999163,0.002906170112021461,-0.0009442719099991663,0.002906170112021447,-0.00799999999999999,0.0398383725581245,-0.02094427190999916,0.0035922238126367013,-0.016944271909999156,-0.0029061701120214325,-0.0009442719099991542,-0.0029061701120214425,-0.00800000000000001,-0.03983837255812448,-0.004360679774997905,0.007608452130361227,-0.014832815729997489,-0.005812340224042878,-0.03330495168499705,0.038042260651806166,0.017527864045000424,0.029323750315741817
26,260000,10000,a49ed33a36383140fb00e9b2da4f5ca83178015378afb23658125cfc4336ece3,93e8983160eb611cef89afee31243ce228ca9dd03ab2e4a1c382d32915952303,1.2894259225729269e-17,-0.012360679774997899,-0.007608452130361227,0.03388854381999832,-0.021029244484765362,-1.3010426069826053e-18,-0.00940456403667957,-0.016360679774997902,-0.004702282018339779,-0.012360679774997899,0.00760845213036123,0.03388854381999834,0.021029244484765338,5.637851296924623e-18,0.009404564036679577,-0.016360679774997906,0.004702282018339795,-0.00341640786499874,-0.019919186279062244,-0.01083281572999748,-0.03111986222206017,-0.008944271909999166,-0.027527638409423474,0.003639320225002108,-0.0017961119063183498
27,270000,10000,d769486b6ed476d894efcaad42146e5bd89da86cdb771a0a921333e2ed18bb94,ce8d57ae837f43883ed5e4e93f81a327ce3b81b1cf4b55b41d0e14034d4124b8,1.6296247535484087e-17,0.032944271909999184,0.04274454267014593,0.054472135954999584,-0.008294505830976497,0.03083281572999748,0.015216904260722452,0.014472135954999583,0.02573152650310513,0.03294427190999916,-0.04274454267014595,0.05447213595499956,0.008294505830976458,0.03083281572999747,-0.015216904260722463,0.014472135954999578,-0.025731526503105135,0.015055728090000836,-0.0217152981853806,-0.008944271909999192,-0.052149106706825474,-0.03177708763999665,-0.00649839392465811,-0.030249223594996204,0.03582214424039997
28,280000,10000,13020ced71e2a898c5b3e8e14c5cb1330d577891302084e6f6b44894141d36b2,5009a00f43d37c69312dd71702b176dfa17a28415fd0e1b8abbc567a66e7b753,1.474514954580286e-17,-0.007999999999999998,-0.03402603233408159,0.04377708763999666,0.009404564036679549,-0.005888543819998318,0.01812307437274391,-0.02436067977499789,-0.004702282018339767,-0.00799999999999999,0.03402603233408161,0.04377708763999663,-0.009404564036679578,-0.005888543819998325,-0.018123074372743908,-0.024360679774997895,0.0047022820183397936,0.033304951684997065,-0.001796111906318348,0.040360679774997875,-0.032915974128378496,0.03672135954999579,-0.03693220244610304,-0.005167184270002503,0.04052442625873973
29,290000,10000,0c66abdc23ee41f3e52acc23a354e662bab61904a40e1352f8bcb3beae7def14,10c08f67f013ccf6458463b191ee98da3ea1b9c4a2cc7c52adb8a04bcdae541b,2.4532694666933986e-17,0.027416407864998747,0.025731526503105125,0.055193495504995395,0.05035299480050713,0.016360679774997902,0.019919186279062237,-0.004000000000000028,-0.057961446930868396,0.027416407864998726,-0.025731526503105152,0.05519349550499535,-0.0503529948005072,0.016360679774997885,-0.01991918627906225,-0.003999999999999977,0.05796144693086839,0.02188854381999831,-0.027527638409423495,-0.004000000000000031,-0.07095823478018465,-0.0104721359549996,-0.04744682468848572,0.019416407864998715,-0.029323750315741828
30,300000,10000,61161692eb27e88def63be5c14365f7ed34b134aaa4e8abe52c1408bcd023e5a,306df727795e2484e8821f05cbc4448c9c0e2713d5163d605a89e58216f7f267,1.8440363494407353e-17,0.03636067977499789,-0.03222992042776327,0.07366563145999494,-0.02889974581065399,0.02058359213500126,0.00829450583097647,0.002111456180001702,0.04855688289418882,0.03636067977499792,0.032229920427763244,0.07366563145999497,0.028899745810653917,0.02058359213500127,-0.008294505830976476,0.0021114561800016692,-0.04855688289418883,0.007416407864998725,-0.02863769661512657,-0.026832815729997468,0.012310734148701024,-0.008360679774997909,0.0011100582057031148,-0.050249223594996215,0.025731526503105166
31,310000,10000,e3236b731828c4f03b6ccbd5c3765a2767111287d279e3b48e8ab1b4991d4a00,64828f2a7bf76bf7297de3ee064fa00299a35b2cfbba09d7ff2d0d07b169e0b0,1.471961680016039e-17,0.012944271909999163,6.071532165918825e-18,9.540979117872439e-18,0.0,-0.040721359549995825,-0.04924293659480405,-0.0034164078649987495,-0.03872831435242138,0.012944271909999167,-1.734723475976807e-17,-6.071532165918825e-18,4.336808689942018e-18,-0.04072135954999578,0.04924293659480409,-0.0034164078649987226,0.03872831435242139,0.004000000000000023,0.031119862222060153,0.025527864045000407,-0.025731526503105145,0.003999999999999995,-0.02171529818538059,-0.035777087639996624,-0.02462146829740201
32,320000,10000,33e6160b1aba94e4b2e442c1a55f3b318014fce41abc527ff66dc012a108f7f6,a520949880189314fbc55cc9730a0a19e48ab3ec6ac6733735ac302541c6a5f4,1.3211260394454924e-17,-0.0064721359549995494,0.06916212287386629,0.03388854381999833,0.011624680448085765,-0.04777708763999666,-0.01812307437274388,0.021527864045000407,-0.022825356391083684,-0.006472135954999609,-0.0691621228738663,0.03388854381999832,-0.011624680448085784,-0.04777708763999665,0.018123074372743915,0.021527864045000424,0.02282535639108367,-0.09330495168499707,-0.02351141009169888,0.008360679774997904,0.01410684605501935,0.010111456180001697,0.04633676648278261,-0.03083281572999748,0.0035922238126366917
33,330000,10000,c6614938789f8ba92b1219a7f33a4d4cda461a023ae70acf000ca6b25eae348b,70c8db48d8f5d8f6c3aaa867689f405cf15f1a24d9ec81d235740151e1c68b0f,1.8440363494407353e-17,0.004944271909999154,-0.018809128073359143,-0.03236067977499791,-0.001110058205703094,0.02836067977499789,-0.01701301616704081,-0.02894427190999916,-0.01880912807335914,0.004944271909999163,0.018809128073359136,-0.032360679774997916,0.0011100582057031157,0.028360679774997916,0.01701301616704079,-0.028944271909999146,0.018809128073359146,-0.03424922359499622,-0.0047022820183397745,-0.006832815729997475,-0.015216904260722463,0.02494427190999915,-0.027527638409423485,-0.07577708763999663,0.003592223812636709
