observable,mode,topology,model,powers,L_min,train_max,n_train,train_sizes,pc,a4,a6,a8,condition_number,training_rmse,training_max_abs,withheld_L,withheld_true,predicted,signed_error,abs_error,withheld_batch_se,standardized_error,status
V,shared,torus_shared:wrapping_V,C,"4,6,8",64,192,4,64 96 128 192,0.592813989504856882,-111326.422248822657,1569871089.84625341,-4587311001783.02427,1.04697470193e+17,0.0,0.0,256,0.592777028564663633,0.592793397926176157,0.0000163693615125235738,0.0000163693615125235738,0.000200693361194345942,0.0815640408586905547,ok
V,shared,torus_shared:wrapping_V,A,4,96,192,3,96 128 192,0.592706734772926555,12700.6404440744688,nan,nan,214532302.760,0.0000449812622324939649,0.0000614964504870331120,256,0.592777028564663633,0.592709691871215966,-0.0000673366934476672954,0.0000673366934476672954,0.000200693361194345942,-0.335520283515807430,ok
V,shared,torus_shared:wrapping_V,B,"4,6",96,192,3,96 128 192,0.592800795898263119,-74291.4678163705747,741129248.112368646,nan,1.64763996481e+13,0.0,0.0,256,0.592777028564663633,0.592786131588010970,9.10302334733714741e-6,9.10302334733714741e-6,0.000200693361194345942,0.0453578698027884912,ok
V,shared,torus_shared:wrapping_V,C,"4,6,8",96,192,3,96 128 192,,,,,,,,256,,,,,,,too_few_points
V,shared,torus_shared:wrapping_V,A,4,128,192,2,128 192,0.592777751346998600,-22870.5537293808548,nan,nan,669023751.877,0.0,0.0,256,0.592777028564663633,0.592772426381253068,-4.60218341056470673e-6,4.60218341056470673e-6,0.000200693361194345942,-0.0229314182750075058,ok
V,shared,torus_shared:wrapping_V,B,"4,6",128,192,2,128 192,,,,,,,,256,,,,,,,too_few_points
V,shared,torus_shared:wrapping_V,C,"4,6,8",128,192,2,128 192,,,,,,,,256,,,,,,,too_few_points
V,shared,torus_shared:wrapping_V,A,4,192,192,1,192,,,,,,,,256,,,,,,,too_few_points
V,shared,torus_shared:wrapping_V,B,"4,6",192,192,1,192,,,,,,,,256,,,,,,,too_few_points
V,shared,torus_shared:wrapping_V,C,"4,6,8",192,192,1,192,,,,,,,,256,,,,,,,too_few_points
V,shared,torus_shared:wrapping_V,A,4,16,256,9,16 24 32 48 64 96 128 192 256,0.592766703219904303,-2.93089043260586597,nan,nan,211786.563238,0.0000729771273296119009,0.000145044319722681081,,,,,,,,ok
V,shared,torus_shared:wrapping_V,B,"4,6",16,256,9,16 24 32 48 64 96 128 192 256,0.592746545538598116,66.2275800717690729,-17710.7763060976454,nan,478256245.242,0.0000628830069835224090,0.000125621655933748992,,,,,,,,ok
V,shared,torus_shared:wrapping_V,C,"4,6,8",16,256,9,16 24 32 48 64 96 128 192 256,0.592770923234743795,-381.483870930549311,363823.590954631032,-68447456.4668981573,1.55165895740e+12,0.0000448141171460574239,0.000106037270616685040,,,,,,,,ok
V,shared,torus_shared:wrapping_V,A,4,24,256,8,24 32 48 64 96 128 192 256,0.592746473575135312,40.7728937459348938,nan,nan,1013101.29663,0.0000636805977027418985,0.000125970690561768904,,,,,,,,ok
V,shared,torus_shared:wrapping_V,B,"4,6",24,256,8,24 32 48 64 96 128 192 256,0.592768788365526706,-267.058784323611641,179543.156808026904,nan,4253282068.49,0.0000476790163852814719,0.000107050862984239349,,,,,,,,ok
V,shared,torus_shared:wrapping_V,C,"4,6,8",24,256,8,24 32 48 64 96 128 192 256,0.592771533892347143,-415.564067754014004,419243.052421575724,-89147124.9845080113,2.32171844802e+13,0.0000475241535131065474,0.000105759934116843962,,,,,,,,ok
V,shared,torus_shared:wrapping_V,A,4,32,256,7,32 48 64 96 128 192 256,0.592764186233276423,-88.5533718195669488,nan,nan,3082480.31475,0.0000518705171781176973,0.000109780688444195530,,,,,,,,ok
V,shared,torus_shared:wrapping_V,B,"4,6",32,256,7,32 48 64 96 128 192 256,0.592771402498034940,-380.758372136817909,296773.460196760544,nan,28293680002.1,0.0000507989226821803709,0.000105625636048263115,,,,,,,,ok
V,shared,torus_shared:wrapping_V,C,"4,6,8",32,256,7,32 48 64 96 128 192 256,0.592770448683245134,-189.982432295427285,-344260.625052859238,457492375.792530030,3.69308190366e+14,0.0000507838159413481775,0.000105088826162732815,,,,,,,,ok
V,shared,torus_shared:wrapping_V,A,4,48,256,6,48 64 96 128 192 256,0.592770516590130630,-250.746360104076551,nan,nan,14761046.3467,0.0000548958422994561466,0.000105359952419965045,,,,,,,,ok
V,shared,torus_shared:wrapping_V,B,"4,6",48,256,6,48 64 96 128 192 256,0.592771815698339839,-448.452828371580566,454703.240244549832,nan,248719006072.,0.0000548653921624995296,0.000105807693094674514,,,,,,,,ok
V,shared,torus_shared:wrapping_V,C,"4,6,8",48,256,6,48 64 96 128 192 256,0.592734423188512933,20100.5443236281722,-129376948.414386707,191187298929.523954,5.75249064959e+15,0.0000436532669142987783,0.0000899880006929468225,,,,,,,,ok
V,shared,torus_shared:wrapping_V,A,4,64,256,5,64 96 128 192 256,0.592774214926328657,-552.130779744089014,nan,nan,44294581.6027,0.0000597096907702061843,0.000105210043140156002,,,,,,,,ok
V,shared,torus_shared:wrapping_V,B,"4,6",64,256,5,64 96 128 192 256,0.592734878116119178,15971.6091343716732,-65938679.0337145046,nan,1.71717883223e+12,0.0000457245150035320332,0.0000868323818024250603,,,,,,,,ok
V,shared,torus_shared:wrapping_V,C,"4,6,8",64,256,5,64 96 128 192 256,0.592801462904277767,-101671.215412643894,1457805938.35205530,-4286751891867.92199,9.41736087147e+16,4.32323526260453389e-6,7.49595795304084686e-6,,,,,,,,ok
V,shared,torus_shared:wrapping_V,A,4,96,256,4,96 128 192 256,0.592736192349957001,9634.42604046932197,nan,nan,216550877.863,0.0000465528424368887486,0.0000795314887467240809,,,,,,,,ok
V,shared,torus_shared:wrapping_V,B,"4,6",96,256,4,96 128 192 256,0.592794246827740695,-70340.9551659882107,709748687.382514193,nan,1.52730735795e+13,2.76617044556640521e-6,4.26844930253175734e-6,,,,,,,,ok
V,shared,torus_shared:wrapping_V,C,"4,6,8",96,256,4,96 128 192 256,0.592784267392965357,-27895.3261557203496,-297090576.332753165,5746828485191.49094,2.07753957555e+18,0.0,0.0,,,,,,,,ok
V,shared,torus_shared:wrapping_V,A,4,128,256,3,128 192 256,0.592780630660835995,-23730.3267691500221,nan,nan,648703505.331,1.71757909024719888e-6,2.24664140995173305e-6,,,,,,,,ok
V,shared,torus_shared:wrapping_V,B,"4,6",128,256,3,128 192 256,0.592785489665245593,-40137.6028113493131,248869848.590974684,nan,1.44895714291e+14,0.0,0.0,,,,,,,,ok
V,shared,torus_shared:wrapping_V,C,"4,6,8",128,256,3,128 192 256,,,,,,,,,,,,,,,too_few_points
V,shared,torus_shared:wrapping_V,A,4,192,256,2,192 256,0.592784483683873484,-32019.4931940900071,nan,nan,3975912582.58,0.0,0.0,,,,,,,,ok
V,shared,torus_shared:wrapping_V,B,"4,6",192,256,2,192 256,,,,,,,,,,,,,,,too_few_points
V,shared,torus_shared:wrapping_V,C,"4,6,8",192,256,2,192 256,,,,,,,,,,,,,,,too_few_points
V,shared,torus_shared:wrapping_V,A,4,256,256,1,256,,,,,,,,,,,,,,,too_few_points
V,shared,torus_shared:wrapping_V,B,"4,6",256,256,1,256,,,,,,,,,,,,,,,too_few_points
V,shared,torus_shared:wrapping_V,C,"4,6,8",256,256,1,256,,,,,,,,,,,,,,,too_few_points
either,shared,torus_shared:wrapping_either,A,4,16,16,1,16,,,,,,,,24,,,,,,,too_few_points
either,shared,torus_shared:wrapping_either,B,"4,6",16,16,1,16,,,,,,,,24,,,,,,,too_few_points
either,shared,torus_shared:wrapping_either,C,"4,6,8",16,16,1,16,,,,,,,,24,,,,,,,too_few_points
either,shared,torus_shared:wrapping_either,A,4,16,24,2,16 24,0.592953143402485953,-16.6650442285028838,nan,nan,163335.876937,0.0,0.0,32,0.592684645356142514,0.592937250377823455,0.000252605021680941144,0.000252605021680941144,0.000137535965783420729,1.83664701986912148,ok
either,shared,torus_shared:wrapping_either,B,"4,6",16,24,2,16 24,,,,,,,,32,,,,,,,too_few_points
either,shared,torus_shared:wrapping_either,C,"4,6,8",16,24,2,16 24,,,,,,,,32,,,,,,,too_few_points
either,shared,torus_shared:wrapping_either,A,4,24,24,1,24,,,,,,,,32,,,,,,,too_few_points
either,shared,torus_shared:wrapping_either,B,"4,6",24,24,1,24,,,,,,,,32,,,,,,,too_few_points
either,shared,torus_shared:wrapping_either,C,"4,6,8",24,24,1,24,,,,,,,,32,,,,,,,too_few_points
either,shared,torus_shared:wrapping_either,A,4,16,32,3,16 24 32,0.592795103387685210,-5.14373237690167217,nan,nan,158374.879238,0.0000942746224182724010,0.000123313838550498263,48,0.592727716312626995,0.592794134410804554,0.0000664180981775590261,0.0000664180981775590261,0.000163182514741204735,0.407017248648809971,ok
either,shared,torus_shared:wrapping_either,B,"4,6",16,32,3,16 24 32,0.592528401953879575,214.720505245896026,-52108.7216380240311,nan,552738203.994,0.0,0.0,48,0.592727716312626995,0.592564590502891277,-0.000163125809735717567,0.000163125809735717567,0.000163182514741204735,-0.999652505627964504,ok
either,shared,torus_shared:wrapping_either,C,"4,6,8",16,32,3,16 24 32,,,,,,,,48,,,,,,,too_few_points
either,shared,torus_shared:wrapping_either,A,4,24,32,2,24 32,0.592583618342198404,105.934502173458704,nan,nan,970681.782861,0.0,0.0,48,0.592727716312626995,0.592603574295570080,-0.000124142017056914657,0.000124142017056914657,0.000163182514741204735,-0.760755631531935958,ok
either,shared,torus_shared:wrapping_either,B,"4,6",24,32,2,24 32,,,,,,,,48,,,,,,,too_few_points
either,shared,torus_shared:wrapping_either,C,"4,6,8",24,32,2,24 32,,,,,,,,48,,,,,,,too_few_points
either,shared,torus_shared:wrapping_either,A,4,32,32,1,32,,,,,,,,48,,,,,,,too_few_points
either,shared,torus_shared:wrapping_either,B,"4,6",32,32,1,32,,,,,,,,48,,,,,,,too_few_points
either,shared,torus_shared:wrapping_either,C,"4,6,8",32,32,1,32,,,,,,,,48,,,,,,,too_few_points
either,shared,torus_shared:wrapping_either,A,4,16,48,4,16 24 32 48,0.592768379498851543,-3.05886949067153199,nan,nan,164052.689775,0.0000856236133883879769,0.000143753780123873919,64,0.592725646126560646,0.592768197176022138,0.0000425510494614916015,0.0000425510494614916015,0.0000998644561481158526,0.426088030744204020,ok
either,shared,torus_shared:wrapping_either,B,"4,6",16,48,4,16 24 32 48,0.592661430037032675,127.395567730645213,-31965.8160577891592,nan,431019910.478,0.0000427917194009862304,0.0000685080757482450197,64,0.592725646126560646,0.592668558240747741,-0.0000570878858129053614,0.0000570878858129053614,0.0000998644561481158526,-0.571653699572892945,ok
either,shared,torus_shared:wrapping_either,C,"4,6,8",16,48,4,16 24 32 48,0.592772337780130525,-381.778697915466927,363542.314400714643,-68362189.8436045865,1.59758324499e+12,0.0,0.0,64,0.592725646126560646,0.592754629362112576,0.0000289832355519300750,0.0000289832355519300750,0.0000998644561481158526,0.290225738664646031,ok
either,shared,torus_shared:wrapping_either,A,4,24,48,3,24 32 48,0.592673189929518918,71.1491300617017591,nan,nan,838016.807658,0.0000412517864729706888,0.0000563976713508968697,64,0.592725646126560646,0.592677430748142324,-0.0000482153784183221276,0.0000482153784183221276,0.0000998644561481158526,-0.482808201016091043,ok
either,shared,torus_shared:wrapping_either,B,"4,6",24,48,3,24 32 48,0.592759452281111805,-240.489304259188906,165937.723497051995,nan,4022565574.01,0.0,0.0,64,0.592725646126560646,0.592747532713244672,0.0000218865866840262866,0.0000218865866840262866,0.0000998644561481158526,0.219162928715746297,ok
either,shared,torus_shared:wrapping_either,C,"4,6,8",24,48,3,24 32 48,,,,,,,,64,,,,,,,too_few_points
either,shared,torus_shared:wrapping_either,A,4,32,48,2,32 48,0.592738318394223175,-56.2802595784671242,nan,nan,2613374.03077,0.0,0.0,64,0.592725646126560646,0.592734963829343134,9.31770278248762981e-6,9.31770278248762981e-6,0.0000998644561481158526,0.0933034949759091773,ok
either,shared,torus_shared:wrapping_either,B,"4,6",32,48,2,32 48,,,,,,,,64,,,,,,,too_few_points
either,shared,torus_shared:wrapping_either,C,"4,6,8",32,48,2,32 48,,,,,,,,64,,,,,,,too_few_points
either,shared,torus_shared:wrapping_either,A,4,48,48,1,48,,,,,,,,64,,,,,,,too_few_points
either,shared,torus_shared:wrapping_either,B,"4,6",48,48,1,48,,,,,,,,64,,,,,,,too_few_points
either,shared,torus_shared:wrapping_either,C,"4,6,8",48,48,1,48,,,,,,,,64,,,,,,,too_few_points
either,shared,torus_shared:wrapping_either,A,4,16,64,5,16 24 32 48 64,0.592756063383290970,-2.08171993101645740,nan,nan,173025.709388,0.0000782491139024619080,0.000153124686990463809,96,0.592872924315839933,0.592756038873626375,-0.000116885442213557631,0.000116885442213557631,0.000157687147347944633,-0.741249012233343377,ok
either,shared,torus_shared:wrapping_either,B,"4,6",16,64,5,16 24 32 48 64,0.592688835066538264,108.229955913465473,-27512.7113511642316,nan,419236469.945,0.0000426158938256786713,0.0000817826304459841517,96,0.592872924315839933,0.592690074191303441,-0.000182850124536492078,0.000182850124536492078,0.000157687147347944633,-1.15957532120879877,ok
either,shared,torus_shared:wrapping_either,C,"4,6,8",16,64,5,16 24 32 48 64,0.592750158453528710,-315.000185113354413,315099.902182750795,-60242020.4018549540,1.43699837922e+12,7.65462634975800383e-6,0.0000132721801564545652,96,0.592872924315839933,0.592746843918029305,-0.000126080397810628001,0.000126080397810628001,0.000157687147347944633,-0.799560394940909499,ok
either,shared,torus_shared:wrapping_either,A,4,24,64,4,24 32 48 64,0.592694282563432011,62.5729014918295720,nan,nan,845901.866655,0.0000401170472999083427,0.0000693113763452730327,96,0.592872924315839933,0.592695019281568502,-0.000177905034271431091,0.000177905034271431091,0.000157687147347944633,-1.12821518597755258,ok
either,shared,torus_shared:wrapping_either,B,"4,6",24,64,4,24 32 48 64,0.592743706215851986,-203.386573785312278,147517.574804985792,nan,3728783765.80,6.65076062420412658e-6,0.0000102627206480318391,96,0.592872924315839933,0.592741500050532480,-0.000131424265307452808,0.000131424265307452808,0.000157687147347944633,-0.833449444154497559,ok
either,shared,torus_shared:wrapping_either,C,"4,6,8",24,64,4,24 32 48 64,0.592719712455105243,195.257569984155228,-443489.357999802858,210834017.826200538,3.17008622155e+13,0.0,0.0,96,0.592872924315839933,0.592721474023473114,-0.000151450292366818749,0.000151450292366818749,0.000157687147347944633,-0.960447918007141387,ok
either,shared,torus_shared:wrapping_either,A,4,32,64,3,32 48 64,0.592732488858943733,-49.4805746769901586,nan,nan,2533998.06770,3.47745625078752649e-6,4.54860987693460141e-6,96,0.592872924315839933,0.592731906286681628,-0.000141018029158304640,0.000141018029158304640,0.000157687147347944633,-0.894289937575833340,ok
either,shared,torus_shared:wrapping_either,B,"4,6",32,64,3,32 48 64,0.592722651189544575,80.2796085551569526,-123014.772040249875,nan,35374949850.2,0.0,0.0,96,0.592872924315839933,0.592723439226544684,-0.000149485089295248837,0.000149485089295248837,0.000157687147347944633,-0.947985246796319161,ok
either,shared,torus_shared:wrapping_either,C,"4,6,8",32,64,3,32 48 64,,,,,,,,96,,,,,,,too_few_points
either,shared,torus_shared:wrapping_either,A,4,48,64,2,48 64,0.592724687926152793,16.0759352138373020,nan,nan,15530908.5257,0.0,0.0,96,0.592872924315839933,0.592724877200307431,-0.000148047115532502343,0.000148047115532502343,0.000157687147347944633,-0.938866090372152688,ok
either,shared,torus_shared:wrapping_either,B,"4,6",48,64,2,48 64,,,,,,,,96,,,,,,,too_few_points
either,shared,torus_shared:wrapping_either,C,"4,6,8",48,64,2,48 64,,,,,,,,96,,,,,,,too_few_points
either,shared,torus_shared:wrapping_either,A,4,64,64,1,64,,,,,,,,96,,,,,,,too_few_points
either,shared,torus_shared:wrapping_either,B,"4,6",64,64,1,64,,,,,,,,96,,,,,,,too_few_points
either,shared,torus_shared:wrapping_either,C,"4,6,8",64,64,1,64,,,,,,,,96,,,,,,,too_few_points
either,shared,torus_shared:wrapping_either,A,4,16,96,6,16 24 32 48 64 96,0.592782384768190251,-4.18796172271178697,nan,nan,182788.580104,0.0000828685078803902456,0.000133151687121128726,128,0.592692551895070086,0.592782369166817075,0.0000898172717469889845,0.0000898172717469889845,0.000157466804287196508,0.570388610815873085,ok
either,shared,torus_shared:wrapping_either,B,"4,6",16,96,6,16 24 32 48 64 96,0.592749668284506628,63.9782617926607618,-17186.4541459148990,nan,427028305.949,0.0000724387475880141378,0.000122524723112460200,128,0.592692551895070086,0.592749902714357349,0.0000573508192872633339,0.0000573508192872633339,0.000157466804287196508,0.364208948971008490,ok
either,shared,torus_shared:wrapping_either,C,"4,6,8",16,96,6,16 24 32 48 64 96,0.592810696886628799,-524.918772836254857,470920.533351712900,-86635176.0476434737,1.41036499423e+12,0.0000383916179758807672,0.0000678180875896872303,128,0.592692551895070086,0.592808847284444791,0.000116295389374705293,0.000116295389374705293,0.000157466804287196508,0.738539083847789578,ok
either,shared,torus_shared:wrapping_either,A,4,24,96,5,24 32 48 64 96,0.592749279759344488,39.6088306338534726,nan,nan,879838.222425,0.0000753014394535932856,0.000123178211748798226,128,0.592692551895070086,0.592749427313736982,0.0000568754186668956851,0.0000568754186668956851,0.000157466804287196508,0.361189896018739342,ok
either,shared,torus_shared:wrapping_either,B,"4,6",24,96,5,24 32 48 64 96,0.592803449601126964,-362.105727895235673,227958.234161476176,nan,3745399168.13,0.0000443387568753691815,0.0000734468350738898737,128,0.592692551895070086,0.592802152483873367,0.000109600588803281379,0.000109600588803281379,0.000157466804287196508,0.696023452685214049,ok
either,shared,torus_shared:wrapping_either,C,"4,6,8",24,96,5,24 32 48 64 96,0.592851489924996727,-1570.22083101748043,2095175.10199748908,-680212673.985414853,2.35410587166e+13,0.0000336305413029564118,0.0000603235531858565403,128,0.592692551895070086,0.592846107344384980,0.000153555449314893584,0.000153555449314893584,0.000157466804287196508,0.975160764898935890,ok
either,shared,torus_shared:wrapping_either,A,4,32,96,4,32 48 64 96,0.592789228666890274,-120.305428347565205,nan,nan,2624843.03633,0.0000548603183483170182,0.0000851120958279220609,128,0.592692551895070086,0.592788780494245199,0.0000962285991751127253,0.0000962285991751127253,0.000157466804287196508,0.611104033073572643,ok
either,shared,torus_shared:wrapping_either,B,"4,6",32,96,4,32 48 64 96,0.592844555350027420,-1200.08441019262062,1058331.69195063162,nan,27585058913.1,0.0000392134390389668062,0.0000627793715615178440,128,0.592692551895070086,0.592840325323983430,0.000147773428913344428,0.000147773428913344428,0.000157466804287196508,0.938441785125881037,ok
either,shared,torus_shared:wrapping_either,C,"4,6,8",32,96,4,32 48 64 96,0.592946188892306086,-8665.63122368732197,24254197.3298885356,-16037295298.9782029,4.08974893988e+14,0.0,0.0,128,0.592692551895070086,0.592919199104189086,0.000226647209119000294,0.000226647209119000294,0.000157466804287196508,1.43933326230224884,ok
either,shared,torus_shared:wrapping_either,A,4,48,96,3,48 64 96,0.592831507643206288,-647.663755950914189,nan,nan,13408268.9225,0.0000491953340429942695,0.0000672577485382920324,128,0.592692551895070086,0.592829094907699578,0.000136543012629492213,0.000136543012629492213,0.000157466804287196508,0.867122523045921810,ok
either,shared,torus_shared:wrapping_either,B,"4,6",48,96,3,48 64 96,0.592934380889792272,-6594.03677408814098,12665030.9207748507,nan,257443771103.,0.0,0.0,128,0.592692551895070086,0.592912695883200119,0.000220143988130032874,0.000220143988130032874,0.000157466804287196508,1.39803426586674303,ok
either,shared,torus_shared:wrapping_either,C,"4,6,8",48,96,3,48 64 96,,,,,,,,128,,,,,,,too_few_points
either,shared,torus_shared:wrapping_either,A,4,64,96,2,64 96,0.592909177408585604,-3079.14396128963182,nan,nan,41813984.4923,0.0,0.0,128,0.592692551895070086,0.592897706703459044,0.000205154808388957793,0.000205154808388957793,0.000157466804287196508,1.30284480794304629,ok
either,shared,torus_shared:wrapping_either,B,"4,6",64,96,2,64 96,,,,,,,,128,,,,,,,too_few_points
either,shared,torus_shared:wrapping_either,C,"4,6,8",64,96,2,64 96,,,,,,,,128,,,,,,,too_few_points
either,shared,torus_shared:wrapping_either,A,4,96,96,1,96,,,,,,,,128,,,,,,,too_few_points
either,shared,torus_shared:wrapping_either,B,"4,6",96,96,1,96,,,,,,,,128,,,,,,,too_few_points
either,shared,torus_shared:wrapping_either,C,"4,6,8",96,96,1,96,,,,,,,,128,,,,,,,too_few_points
either,shared,torus_shared:wrapping_either,A,4,16,128,7,16 24 32 48 64 96 128,0.592765866756808322,-2.86375599873377956,nan,nan,192655.019673,0.0000826240368434497816,0.000145678434144038638,192,0.592760921825630005,0.592765864649485371,4.94282385536569787e-6,4.94282385536569787e-6,0.000203534641205728711,0.0242849267627597171,ok
either,shared,torus_shared:wrapping_either,B,"4,6",16,128,7,16 24 32 48 64 96 128,0.592735279185615795,74.5468015153430943,-19655.2069474088422,nan,442091964.390,0.0000696422988613783781,0.000136792544501449459,192,0.592760921825630005,0.592735333649264226,-0.0000255881763657793692,0.0000255881763657793692,0.000203534641205728711,-0.125719023622693085,ok
either,shared,torus_shared:wrapping_either,C,"4,6,8",16,128,7,16 24 32 48 64 96 128,0.592772105012835183,-385.807364808498682,367058.537125351246,-68997341.0144715767,1.44263136092e+12,0.0000506212949021869506,0.000104902339762313463,192,0.592760921825630005,0.592771828402368673,0.0000109065767386677905,0.0000109065767386677905,0.000203534641205728711,0.0535858499273528707,ok
either,shared,torus_shared:wrapping_either,A,4,24,128,6,24 32 48 64 96 128,0.592735809353007833,45.2684055716218184,nan,nan,922565.396666,0.0000716721834741576069,0.000136581983625453721,192,0.592760921825630005,0.592735842664208249,-0.0000250791614217562457,0.0000250791614217562457,0.000203534641205728711,-0.123218147403255719,ok
either,shared,torus_shared:wrapping_either,B,"4,6",24,128,6,24 32 48 64 96 128,0.592768583212940834,-266.464869075770937,179238.103988618639,nan,3886239980.19,0.0000548609980886877281,0.000107249412671778433,192,0.592760921825630005,0.592768390710009280,7.46888437927531210e-6,7.46888437927531210e-6,0.000203534641205728711,0.0366958879089575439,ok
either,shared,torus_shared:wrapping_either,C,"4,6,8",24,128,6,24 32 48 64 96 128,0.592773999963321247,-452.512804637359349,473107.806999219847,-108186551.660906333,2.24707443176e+13,0.0000546493278628983121,0.000103662713786390712,192,0.592760921825630005,0.592773676362681612,0.0000127545370516067089,0.0000127545370516067089,0.000203534641205728711,0.0626651904366229238,ok
either,shared,torus_shared:wrapping_either,A,4,32,128,5,32 48 64 96 128,0.592761375944979259,-84.9484688365073862,nan,nan,2768411.35017,0.0000610426207622288802,0.000112548533489654596,192,0.592760921825630005,0.592761313434814948,3.91609184942545485e-7,3.91609184942545485e-7,0.000203534641205728711,0.00192404193518446237,ok
either,shared,torus_shared:wrapping_either,B,"4,6",32,128,5,32 48 64 96 128,0.592773616741567044,-406.313715028703187,320605.382489037544,nan,26830931890.2,0.0000598616781376271755,0.000103681828812783342,192,0.592760921825630005,0.592773324151389380,0.0000124023257593749917,0.0000124023257593749917,0.000203534641205728711,0.0609347169892272584,ok
either,shared,torus_shared:wrapping_either,C,"4,6,8",32,128,5,32 48 64 96 128,0.592772747853763873,-310.366109909041795,9919.95094002035783,218512890.262661465,3.67866007634e+14,0.0000598587309519996066,0.000103787673601703378,192,0.592760921825630005,0.592772519784155895,0.0000115979585258898526,0.0000115979585258898526,0.000203534641205728711,0.0569827251871433029,ok
either,shared,torus_shared:wrapping_either,A,4,48,128,4,48 64 96 128,0.592771774589702133,-259.066051452724807,nan,nan,13534429.8665,0.0000669814730341406963,0.000104199906872654602,192,0.592760921825630005,0.592771583953406205,0.0000106621277761998302,0.0000106621277761998302,0.000203534641205728711,0.0523848309704821522,ok
either,shared,torus_shared:wrapping_either,B,"4,6",48,128,4,48 64 96 128,0.592776000706820106,-622.932608818405460,807291.592665249144,nan,238641797406.,0.0000668959938362184500,0.000103226523401708653,192,0.592760921825630005,0.592775558430478560,0.0000146366048485546621,0.0000146366048485546621,0.000203534641205728711,0.0719121067639796859,ok
either,shared,torus_shared:wrapping_either,C,"4,6,8",48,128,4,48 64 96 128,0.592534661924428744,63532.6073452616239,-379645997.219450057,542887001983.406961,8.11539083525e+15,0.0,0.0,192,0.592760921825630005,0.592574128690570036,-0.000186793135059969027,0.000186793135059969027,0.000203534641205728711,-0.917746158361132704,ok
either,shared,torus_shared:wrapping_either,A,4,64,128,3,64 96 128,0.592780824184494965,-683.724256441971688,nan,nan,40543969.0832,0.0000765657466722534073,0.000100150134590309671,192,0.592760921825630005,0.592780321059292131,0.0000193992336621260713,0.0000193992336621260713,0.000203534641205728711,0.0953117049127657689,ok
either,shared,torus_shared:wrapping_either,B,"4,6",64,128,3,64 96 128,0.592564220883478391,45028.7027637295728,-173344508.283642131,nan,2.26399560959e+12,0.0,0.0,192,0.592760921825630005,0.592593895484173195,-0.000167026341456810252,0.000167026341456810252,0.000203534641205728711,-0.820628569502247014,ok
either,shared,torus_shared:wrapping_either,C,"4,6,8",64,128,3,64 96 128,,,,,,,,192,,,,,,,too_few_points
either,shared,torus_shared:wrapping_either,A,4,96,128,2,96 128,0.592609065231742328,22410.7805403051302,nan,nan,248494536.411,0.0,0.0,192,0.592760921825630005,0.592625556424498429,-0.000135365401131576457,0.000135365401131576457,0.000203534641205728711,-0.665073032922940323,ok
either,shared,torus_shared:wrapping_either,B,"4,6",96,128,2,96 128,,,,,,,,192,,,,,,,too_few_points
either,shared,torus_shared:wrapping_either,C,"4,6,8",96,128,2,96 128,,,,,,,,192,,,,,,,too_few_points
either,shared,torus_shared:wrapping_either,A,4,128,128,1,128,,,,,,,,192,,,,,,,too_few_points
either,shared,torus_shared:wrapping_either,B,"4,6",128,128,1,128,,,,,,,,192,,,,,,,too_few_points
either,shared,torus_shared:wrapping_either,C,"4,6,8",128,128,1,128,,,,,,,,192,,,,,,,too_few_points
either,shared,torus_shared:wrapping_either,A,4,16,192,8,16 24 32 48 64 96 128 192,0.592765098781060058,-2.80213798933053368,nan,nan,202351.956151,0.0000773043950990895569,0.000146260688172216292,256,0.592777028564663633,0.592765098128636466,-0.0000119304360271666363,0.0000119304360271666363,0.000200693361194347649,-0.0594460920688523826,ok
either,shared,torus_shared:wrapping_either,B,"4,6",16,192,8,16 24 32 48 64 96 128 192,0.592740420979360795,70.7521231611648583,-18768.3383196707141,nan,459717959.464,0.0000656445020333103618,0.000131694295372079962,256,0.592777028564663633,0.592740437385944639,-0.0000365911787189943630,0.0000365911787189943630,0.000200693361194347649,-0.182323812313652761,ok
either,shared,torus_shared:wrapping_either,C,"4,6,8",16,192,8,16 24 32 48 64 96 128 192,0.592769364048254439,-375.715784784590575,359500.809576372973,-67712135.2133080555,1.49340225086e+12,0.0000474693937091769892,0.000107533965632115290,256,0.592777028564663633,0.592769277843639198,-7.75072102443527673e-6,7.75072102443527673e-6,0.000200693361194347649,-0.0386197180530033842,ok
either,shared,torus_shared:wrapping_either,A,4,24,192,7,24 32 48 64 96 128 192,0.592740616907640179,43.2424674590148010,nan,nan,967715.062638,0.0000669006124153532199,0.000131798281896128288,256,0.592777028564663633,0.592740626975811711,-0.0000364015888519224934,0.0000364015888519224934,0.000200693361194347649,-0.181379137980911508,ok
either,shared,torus_shared:wrapping_either,B,"4,6",24,192,7,24 32 48 64 96 128 192,0.592766768602241247,-261.401523761028460,176651.915388276704,nan,4063507403.30,0.0000508508087123752473,0.000109007712718951151,256,0.592777028564663633,0.592766708367549893,-0.0000103201971137396111,0.0000103201971137396111,0.000200693361194347649,-0.0514227130001860286,ok
either,shared,torus_shared:wrapping_either,C,"4,6,8",24,192,7,24 32 48 64 96 128 192,0.592769584118167528,-385.714546732886711,375618.177912908460,-73707409.5241450481,2.26116471761e+13,0.0000507462211482295788,0.000107411859293052465,256,0.592777028564663633,0.592769495642469497,-7.53292219413584494e-6,7.53292219413584494e-6,0.000200693361194347649,-0.0375344861898102638,ok
